id,channel,io,value,datetime
6827927,0,1,18.83555,2023-09-05 14:58:43.000000
6827928,0,0,29.52611,2023-09-05 14:58:43.000000
6827929,1,1,18.84111,2023-09-05 14:58:43.000000
6827930,1,0,28.33555,2023-09-05 14:58:43.000000
6827931,0,1,18.76889,2023-09-05 14:59:43.000000
6827932,0,0,29.50555,2023-09-05 14:59:43.000000
6827933,1,1,18.84834,2023-09-05 14:59:43.000000
6827934,1,0,28.29667,2023-09-05 14:59:43.000000
6827935,0,1,18.77167,2023-09-05 15:03:43.000000
6827936,0,0,29.51833,2023-09-05 15:03:43.000000
6827937,1,1,18.84333,2023-09-05 15:03:43.000000
6827938,1,0,28.29667,2023-09-05 15:03:43.000000
6827939,0,1,18.82556,2023-09-05 15:04:43.000000
6827940,0,0,29.55444,2023-09-05 15:04:43.000000
6827941,1,1,18.83833,2023-09-05 15:04:43.000000
6827942,1,0,28.32778,2023-09-05 15:04:43.000000
6827943,0,1,18.78944,2023-09-05 15:06:43.000000
6827944,0,0,29.53889,2023-09-05 15:06:43.000000
6827945,1,1,18.84611,2023-09-05 15:06:43.000000
6827946,1,0,28.32778,2023-09-05 15:06:43.000000
6827947,0,1,18.805,2023-09-05 15:08:43.000000
6827948,0,0,29.55444,2023-09-05 15:08:43.000000
6827949,1,1,18.8,2023-09-05 15:08:43.000000
6827950,1,0,28.34333,2023-09-05 15:08:43.000000
6827951,0,1,18.78667,2023-09-05 15:10:43.000000
6827952,0,0,29.55444,2023-09-05 15:10:43.000000
6827953,1,1,18.82055,2023-09-05 15:10:43.000000
6827954,1,0,28.33778,2023-09-05 15:10:43.000000
6827955,0,1,18.79222,2023-09-05 15:12:43.000000
6827956,0,0,29.52889,2023-09-05 15:12:43.000000
6827957,1,1,18.83555,2023-09-05 15:12:43.000000
6827958,1,0,28.32,2023-09-05 15:12:43.000000
6827959,0,1,18.74333,2023-09-05 15:13:43.000000
6827960,0,0,29.58,2023-09-05 15:13:43.000000
6827961,1,1,18.85111,2023-09-05 15:13:43.000000
6827962,1,0,28.36111,2023-09-05 15:13:43.000000
6827963,0,1,18.77167,2023-09-05 15:16:43.000000
6827964,0,0,29.51555,2023-09-05 15:16:43.000000
6827965,1,1,18.82278,2023-09-05 15:16:43.000000
6827966,1,0,28.28889,2023-09-05 15:16:43.000000
6827967,0,1,18.73278,2023-09-05 15:17:43.000000
6827968,0,0,29.48722,2023-09-05 15:17:43.000000
6827969,1,1,18.78444,2023-09-05 15:17:43.000000
6827970,1,0,28.29945,2023-09-05 15:17:43.000000
6827971,0,1,18.75889,2023-09-05 15:20:43.000000
6827972,0,0,29.50778,2023-09-05 15:20:43.000000
6827973,1,1,18.815,2023-09-05 15:20:43.000000
6827974,1,0,28.34834,2023-09-05 15:20:43.000000
6827975,0,1,18.79445,2023-09-05 15:21:43.000000
6827976,0,0,29.53611,2023-09-05 15:21:43.000000
6827977,1,1,18.81278,2023-09-05 15:21:43.000000
6827978,1,0,28.31722,2023-09-05 15:21:43.000000
6827979,0,1,18.73833,2023-09-05 15:23:43.000000
6827980,0,0,29.48222,2023-09-05 15:23:43.000000
6827981,1,1,18.82556,2023-09-05 15:23:43.000000
6827982,1,0,28.30722,2023-09-05 15:23:43.000000
6827983,0,1,18.76389,2023-09-05 15:26:43.000000
6827984,0,0,29.51555,2023-09-05 15:26:43.000000
6827985,1,1,18.77167,2023-09-05 15:26:43.000000
6827986,1,0,28.26056,2023-09-05 15:26:43.000000
6827987,0,1,18.725,2023-09-05 15:27:43.000000
6827988,0,0,29.53111,2023-09-05 15:27:43.000000
6827989,1,1,18.81778,2023-09-05 15:27:43.000000
6827990,1,0,28.30444,2023-09-05 15:27:43.000000
6827991,0,1,18.72,2023-09-05 15:30:43.000000
6827992,0,0,29.53889,2023-09-05 15:30:43.000000
6827993,1,1,18.80222,2023-09-05 15:30:43.000000
6827994,1,0,28.34056,2023-09-05 15:30:43.000000
6827995,0,1,18.77167,2023-09-05 15:31:43.000000
6827996,0,0,29.53389,2023-09-05 15:31:43.000000
6827997,1,1,18.82055,2023-09-05 15:31:43.000000
6827998,1,0,28.37667,2023-09-05 15:31:43.000000
6827999,0,1,18.73556,2023-09-05 15:34:43.000000
6828000,0,0,29.51555,2023-09-05 15:34:43.000000
6828001,1,1,18.78944,2023-09-05 15:34:43.000000
6828002,1,0,28.235,2023-09-05 15:34:43.000000
6828003,0,1,18.77167,2023-09-05 15:35:43.000000
6828004,0,0,29.52111,2023-09-05 15:35:43.000000
6828005,1,1,18.81,2023-09-05 15:35:43.000000
6828006,1,0,28.24778,2023-09-05 15:35:43.000000
6828007,0,1,18.72277,2023-09-05 15:37:43.000000
6828008,0,0,29.485,2023-09-05 15:37:43.000000
6828009,1,1,18.75889,2023-09-05 15:37:43.000000
6828010,1,0,28.21445,2023-09-05 15:37:43.000000
6828011,0,1,18.72277,2023-09-05 15:39:43.000000
6828012,0,0,29.49278,2023-09-05 15:39:43.000000
6828013,1,1,18.79445,2023-09-05 15:39:43.000000
6828014,1,0,28.19111,2023-09-05 15:39:43.000000
6828015,0,1,18.72277,2023-09-05 15:41:43.000000
6828016,0,0,29.44111,2023-09-05 15:41:43.000000
6828017,1,1,18.77389,2023-09-05 15:41:43.000000
6828018,1,0,28.18334,2023-09-05 15:41:43.000000
6828019,0,1,18.74555,2023-09-05 15:43:43.000000
6828020,0,0,29.46445,2023-09-05 15:43:43.000000
6828021,1,1,18.78167,2023-09-05 15:43:43.000000
6828022,1,0,28.20667,2023-09-05 15:43:43.000000
6828023,0,1,18.73055,2023-09-05 15:44:43.000000
6828024,0,0,29.47944,2023-09-05 15:44:43.000000
6828025,1,1,18.77389,2023-09-05 15:44:43.000000
6828026,1,0,28.15,2023-09-05 15:44:43.000000
6828027,0,1,18.76889,2023-09-05 15:48:43.000000
6828028,0,0,29.49278,2023-09-05 15:48:43.000000
6828029,1,1,18.76111,2023-09-05 15:48:43.000000
6828030,1,0,28.20667,2023-09-05 15:48:43.000000
6828031,0,1,18.75889,2023-09-05 15:49:43.000000
6828032,0,0,29.48722,2023-09-05 15:49:43.000000
6828033,1,1,18.77167,2023-09-05 15:49:43.000000
6828034,1,0,28.19889,2023-09-05 15:49:43.000000
6828035,0,1,18.74555,2023-09-05 15:51:43.000000
6828036,0,0,29.44889,2023-09-05 15:51:43.000000
6828037,1,1,18.76111,2023-09-05 15:51:43.000000
6828038,1,0,28.17056,2023-09-05 15:51:43.000000
6828039,0,1,18.74333,2023-09-05 15:53:43.000000
6828040,0,0,29.46445,2023-09-05 15:53:43.000000
6828041,1,1,18.73556,2023-09-05 15:53:43.000000
6828042,1,0,28.18056,2023-09-05 15:53:43.000000
6828043,0,1,18.72277,2023-09-05 15:55:43.000000
6828044,0,0,29.46445,2023-09-05 15:55:43.000000
6828045,1,1,18.74333,2023-09-05 15:55:43.000000
6828046,1,0,28.15223,2023-09-05 15:55:43.000000
6828047,0,1,18.71778,2023-09-05 15:57:43.000000
6828048,0,0,29.43056,2023-09-05 15:57:43.000000
6828049,1,1,18.715,2023-09-05 15:57:43.000000
6828050,1,0,28.12667,2023-09-05 15:57:43.000000
6828051,0,1,18.73278,2023-09-05 15:58:43.000000
6828052,0,0,29.41278,2023-09-05 15:58:43.000000
6828053,1,1,18.73833,2023-09-05 15:58:43.000000
6828054,1,0,28.14722,2023-09-05 15:58:43.000000
6828055,0,1,18.72277,2023-09-05 16:01:43.000000
6828056,0,0,29.41778,2023-09-05 16:01:43.000000
6828057,1,1,18.68389,2023-09-05 16:01:43.000000
6828058,1,0,28.10333,2023-09-05 16:01:43.000000
6828059,0,1,18.73833,2023-09-05 16:02:43.000000
6828060,0,0,29.50555,2023-09-05 16:02:43.000000
6828061,1,1,18.72,2023-09-05 16:02:43.000000
6828062,1,0,28.10056,2023-09-05 16:02:43.000000
6828063,0,1,18.75333,2023-09-05 16:05:43.000000
6828064,0,0,29.485,2023-09-05 16:05:43.000000
6828065,1,1,18.71222,2023-09-05 16:05:43.000000
6828066,1,0,28.15223,2023-09-05 16:05:43.000000
6828067,0,1,18.71778,2023-09-05 16:06:43.000000
6828068,0,0,29.46167,2023-09-05 16:06:43.000000
6828069,1,1,18.72,2023-09-05 16:06:43.000000
6828070,1,0,28.13667,2023-09-05 16:06:43.000000
6828071,0,1,18.70722,2023-09-05 16:08:43.000000
6828072,0,0,29.405,2023-09-05 16:08:43.000000
6828073,1,1,18.73055,2023-09-05 16:08:43.000000
6828074,1,0,28.15,2023-09-05 16:08:43.000000
6828075,0,1,18.64833,2023-09-05 16:11:43.000000
6828076,0,0,29.34555,2023-09-05 16:11:43.000000
6828077,1,1,18.68167,2023-09-05 16:11:43.000000
6828078,1,0,28.07222,2023-09-05 16:11:43.000000
6828079,0,1,18.70444,2023-09-05 16:12:43.000000
6828080,0,0,29.38944,2023-09-05 16:12:43.000000
6828081,1,1,18.715,2023-09-05 16:12:43.000000
6828082,1,0,28.10611,2023-09-05 16:12:43.000000
6828083,0,1,18.725,2023-09-05 16:15:43.000000
6828084,0,0,29.44111,2023-09-05 16:15:43.000000
6828085,1,1,18.76389,2023-09-05 16:15:43.000000
6828086,1,0,28.13667,2023-09-05 16:15:43.000000
6828087,0,1,18.77167,2023-09-05 16:16:43.000000
6828088,0,0,29.43611,2023-09-05 16:16:43.000000
6828089,1,1,18.8,2023-09-05 16:16:43.000000
6828090,1,0,28.17278,2023-09-05 16:16:43.000000
6828091,0,1,18.84333,2023-09-05 16:19:43.000000
6828092,0,0,29.51333,2023-09-05 16:19:43.000000
6828093,1,1,18.805,2023-09-05 16:19:43.000000
6828094,1,0,28.245,2023-09-05 16:19:43.000000
6828095,0,1,18.89,2023-09-05 16:20:43.000000
6828096,0,0,29.51555,2023-09-05 16:20:43.000000
6828097,1,1,18.92056,2023-09-05 16:20:43.000000
6828098,1,0,28.28889,2023-09-05 16:20:43.000000
6828099,0,1,19.05944,2023-09-05 16:22:43.000000
6828100,0,0,29.69611,2023-09-05 16:22:43.000000
6828101,1,1,19.06944,2023-09-05 16:22:43.000000
6828102,1,0,28.49,2023-09-05 16:22:43.000000
6828103,0,1,19.33944,2023-09-05 16:24:43.000000
6828104,0,0,29.99278,2023-09-05 16:24:43.000000
6828105,1,1,19.35222,2023-09-05 16:24:43.000000
6828106,1,0,28.735,2023-09-05 16:24:43.000000
6828107,0,1,19.49111,2023-09-05 16:26:43.000000
6828108,0,0,30.09333,2023-09-05 16:26:43.000000
6828109,1,1,19.52444,2023-09-05 16:26:43.000000
6828110,1,0,28.93611,2023-09-05 16:26:43.000000
6828111,0,1,19.71222,2023-09-05 16:28:43.000000
6828112,0,0,30.30778,2023-09-05 16:28:43.000000
6828113,1,1,19.69167,2023-09-05 16:28:43.000000
6828114,1,0,29.05167,2023-09-05 16:28:43.000000
6828115,0,1,19.715,2023-09-05 16:29:43.000000
6828116,0,0,30.33611,2023-09-05 16:29:43.000000
6828117,1,1,19.75333,2023-09-05 16:29:43.000000
6828118,1,0,29.13944,2023-09-05 16:29:43.000000
6828119,0,1,19.905,2023-09-05 16:31:43.000000
6828120,0,0,30.50167,2023-09-05 16:31:43.000000
6828121,1,1,19.9,2023-09-05 16:31:43.000000
6828122,1,0,29.27889,2023-09-05 16:31:43.000000
6828123,0,1,19.91055,2023-09-05 16:32:43.000000
6828124,0,0,30.525,2023-09-05 16:32:43.000000
6828125,1,1,19.92555,2023-09-05 16:32:43.000000
6828126,1,0,29.29667,2023-09-05 16:32:43.000000
6828127,0,1,19.66111,2023-09-05 16:33:43.000000
6828128,0,0,30.37778,2023-09-05 16:33:43.000000
6828129,1,1,19.72278,2023-09-05 16:33:43.000000
6828130,1,0,29.13944,2023-09-05 16:33:43.000000
6828131,0,1,19.46278,2023-09-05 16:35:43.000000
6828132,0,0,30.11889,2023-09-05 16:35:43.000000
6828133,1,1,19.52444,2023-09-05 16:35:43.000000
6828134,1,0,28.93611,2023-09-05 16:35:43.000000
6828135,0,1,19.36778,2023-09-05 16:36:43.000000
6828136,0,0,30.11666,2023-09-05 16:36:43.000000
6828137,1,1,19.38611,2023-09-05 16:36:43.000000
6828138,1,0,28.83278,2023-09-05 16:36:43.000000
6828139,0,1,19.28278,2023-09-05 16:37:43.000000
6828140,0,0,30.02111,2023-09-05 16:37:43.000000
6828141,1,1,19.31389,2023-09-05 16:37:43.000000
6828142,1,0,28.74778,2023-09-05 16:37:43.000000
6828143,0,1,19.23167,2023-09-05 16:39:43.000000
6828144,0,0,29.92278,2023-09-05 16:39:43.000000
6828145,1,1,19.255,2023-09-05 16:39:43.000000
6828146,1,0,28.71944,2023-09-05 16:39:43.000000
6828147,0,1,19.18778,2023-09-05 16:40:43.000000
6828148,0,0,29.90722,2023-09-05 16:40:43.000000
6828149,1,1,19.20333,2023-09-05 16:40:43.000000
6828150,1,0,28.65722,2023-09-05 16:40:43.000000
6828151,0,1,19.06445,2023-09-05 16:43:43.000000
6828152,0,0,29.81445,2023-09-05 16:43:43.000000
6828153,1,1,19.10333,2023-09-05 16:43:43.000000
6828154,1,0,28.56445,2023-09-05 16:43:43.000000
6828155,0,1,18.93611,2023-09-05 16:45:43.000000
6828156,0,0,29.78611,2023-09-05 16:45:43.000000
6828157,1,1,19.07722,2023-09-05 16:45:43.000000
6828158,1,0,28.5,2023-09-05 16:45:43.000000
6828159,0,1,18.93333,2023-09-05 16:47:43.000000
6828160,0,0,29.66278,2023-09-05 16:47:43.000000
6828161,1,1,19.00555,2023-09-05 16:47:43.000000
6828162,1,0,28.49278,2023-09-05 16:47:43.000000
6828163,0,1,18.95389,2023-09-05 16:49:43.000000
6828164,0,0,29.72722,2023-09-05 16:49:43.000000
6828165,1,1,18.96166,2023-09-05 16:49:43.000000
6828166,1,0,28.5,2023-09-05 16:49:43.000000
6828167,0,1,18.89222,2023-09-05 16:50:43.000000
6828168,0,0,29.68833,2023-09-05 16:50:43.000000
6828169,1,1,18.99,2023-09-05 16:50:43.000000
6828170,1,0,28.48222,2023-09-05 16:50:43.000000
6828171,0,1,18.87945,2023-09-05 16:53:43.000000
6828172,0,0,29.65,2023-09-05 16:53:43.000000
6828173,1,1,18.9,2023-09-05 16:53:43.000000
6828174,1,0,28.38944,2023-09-05 16:53:43.000000
6828175,0,1,18.77666,2023-09-05 16:54:43.000000
6828176,0,0,29.59056,2023-09-05 16:54:43.000000
6828177,1,1,18.86666,2023-09-05 16:54:43.000000
6828178,1,0,28.41,2023-09-05 16:54:43.000000
6828179,0,1,18.77945,2023-09-05 16:57:43.000000
6828180,0,0,29.65222,2023-09-05 16:57:43.000000
6828181,1,1,18.86166,2023-09-05 16:57:43.000000
6828182,1,0,28.42833,2023-09-05 16:57:43.000000
6828183,0,1,18.74833,2023-09-05 16:58:43.000000
6828184,0,0,29.55167,2023-09-05 16:58:43.000000
6828185,1,1,18.80222,2023-09-05 16:58:43.000000
6828186,1,0,28.30167,2023-09-05 16:58:43.000000
6828187,0,1,18.79722,2023-09-05 17:01:43.000000
6828188,0,0,29.59556,2023-09-05 17:01:43.000000
6828189,1,1,18.8,2023-09-05 17:01:43.000000
6828190,1,0,28.31445,2023-09-05 17:01:43.000000
6828191,0,1,18.74833,2023-09-05 17:02:43.000000
6828192,0,0,29.495,2023-09-05 17:02:43.000000
6828193,1,1,18.79222,2023-09-05 17:02:43.000000
6828194,1,0,28.31222,2023-09-05 17:02:43.000000
6828195,0,1,18.76889,2023-09-05 17:04:43.000000
6828196,0,0,29.54167,2023-09-05 17:04:43.000000
6828197,1,1,18.77167,2023-09-05 17:04:43.000000
6828198,1,0,28.29667,2023-09-05 17:04:43.000000
6828199,0,1,18.67611,2023-09-05 17:06:43.000000
6828200,0,0,29.52111,2023-09-05 17:06:43.000000
6828201,1,1,18.75889,2023-09-05 17:06:43.000000
6828202,1,0,28.28611,2023-09-05 17:06:43.000000
6828203,0,1,18.71,2023-09-05 17:08:43.000000
6828204,0,0,29.45389,2023-09-05 17:08:43.000000
6828205,1,1,18.77167,2023-09-05 17:08:43.000000
6828206,1,0,28.23222,2023-09-05 17:08:43.000000
6828207,0,1,18.66333,2023-09-05 17:11:43.000000
6828208,0,0,29.49278,2023-09-05 17:11:43.000000
6828209,1,1,18.75111,2023-09-05 17:11:43.000000
6828210,1,0,28.22167,2023-09-05 17:11:43.000000
6828211,0,1,18.68944,2023-09-05 17:12:43.000000
6828212,0,0,29.46944,2023-09-05 17:12:43.000000
6828213,1,1,18.73556,2023-09-05 17:12:43.000000
6828214,1,0,28.18334,2023-09-05 17:12:43.000000
6828215,0,1,18.68944,2023-09-05 17:15:43.000000
6828216,0,0,29.47445,2023-09-05 17:15:43.000000
6828217,1,1,18.73556,2023-09-05 17:15:43.000000
6828218,1,0,28.19889,2023-09-05 17:15:43.000000
6828219,0,1,18.67611,2023-09-05 17:16:43.000000
6828220,0,0,29.49278,2023-09-05 17:16:43.000000
6828221,1,1,18.74056,2023-09-05 17:16:43.000000
6828222,1,0,28.18611,2023-09-05 17:16:43.000000
6828223,0,1,18.71222,2023-09-05 17:18:43.000000
6828224,0,0,29.49778,2023-09-05 17:18:43.000000
6828225,1,1,18.77666,2023-09-05 17:18:43.000000
6828226,1,0,28.20111,2023-09-05 17:18:43.000000
6828227,0,1,18.69444,2023-09-05 17:20:43.000000
6828228,0,0,29.50555,2023-09-05 17:20:43.000000
6828229,1,1,18.74555,2023-09-05 17:20:43.000000
6828230,1,0,28.18056,2023-09-05 17:20:43.000000
6828231,0,1,18.73556,2023-09-05 17:22:43.000000
6828232,0,0,29.51333,2023-09-05 17:22:43.000000
6828233,1,1,18.77945,2023-09-05 17:22:43.000000
6828234,1,0,28.20889,2023-09-05 17:22:43.000000
6828235,0,1,18.69444,2023-09-05 17:24:43.000000
6828236,0,0,29.44889,2023-09-05 17:24:43.000000
6828237,1,1,18.725,2023-09-05 17:24:43.000000
6828238,1,0,28.17278,2023-09-05 17:24:43.000000
6828239,0,1,18.75333,2023-09-05 17:25:43.000000
6828240,0,0,29.51056,2023-09-05 17:25:43.000000
6828241,1,1,18.78667,2023-09-05 17:25:43.000000
6828242,1,0,28.18611,2023-09-05 17:25:43.000000
6828243,0,1,18.65333,2023-09-05 17:28:43.000000
6828244,0,0,29.38944,2023-09-05 17:28:43.000000
6828245,1,1,18.66889,2023-09-05 17:28:43.000000
6828246,1,0,28.11111,2023-09-05 17:28:43.000000
6828247,0,1,18.69166,2023-09-05 17:29:43.000000
6828248,0,0,29.42834,2023-09-05 17:29:43.000000
6828249,1,1,18.75611,2023-09-05 17:29:43.000000
6828250,1,0,28.12889,2023-09-05 17:29:43.000000
6828251,0,1,18.65833,2023-09-05 17:32:43.000000
6828252,0,0,29.45111,2023-09-05 17:32:43.000000
6828253,1,1,18.68667,2023-09-05 17:32:43.000000
6828254,1,0,28.11111,2023-09-05 17:32:43.000000
6828255,0,1,18.66889,2023-09-05 17:34:43.000000
6828256,0,0,29.43056,2023-09-05 17:34:43.000000
6828257,1,1,18.65333,2023-09-05 17:34:43.000000
6828258,1,0,28.11111,2023-09-05 17:34:43.000000
6828259,0,1,18.64555,2023-09-05 17:35:43.000000
6828260,0,0,29.38167,2023-09-05 17:35:43.000000
6828261,1,1,18.64833,2023-09-05 17:35:43.000000
6828262,1,0,28.12889,2023-09-05 17:35:43.000000
6828263,0,1,18.635,2023-09-05 17:38:43.000000
6828264,0,0,29.40722,2023-09-05 17:38:43.000000
6828265,1,1,18.68389,2023-09-05 17:38:43.000000
6828266,1,0,28.10611,2023-09-05 17:38:43.000000
6828267,0,1,18.65333,2023-09-05 17:39:43.000000
6828268,0,0,29.38944,2023-09-05 17:39:43.000000
6828269,1,1,18.66611,2023-09-05 17:39:43.000000
6828270,1,0,28.10333,2023-09-05 17:39:43.000000
6828271,0,1,18.65833,2023-09-05 17:42:43.000000
6828272,0,0,29.44111,2023-09-05 17:42:43.000000
6828273,1,1,18.67611,2023-09-05 17:42:43.000000
6828274,1,0,28.09555,2023-09-05 17:42:43.000000
6828275,0,1,18.65833,2023-09-05 17:43:43.000000
6828276,0,0,29.44611,2023-09-05 17:43:43.000000
6828277,1,1,18.64056,2023-09-05 17:43:43.000000
6828278,1,0,28.08778,2023-09-05 17:43:43.000000
6828279,0,1,18.66611,2023-09-05 17:46:43.000000
6828280,0,0,29.36389,2023-09-05 17:46:43.000000
6828281,1,1,18.63778,2023-09-05 17:46:43.000000
6828282,1,0,28.075,2023-09-05 17:46:43.000000
6828283,0,1,18.64278,2023-09-05 17:47:43.000000
6828284,0,0,29.41778,2023-09-05 17:47:43.000000
6828285,1,1,18.67389,2023-09-05 17:47:43.000000
6828286,1,0,28.075,2023-09-05 17:47:43.000000
6828287,0,1,18.60444,2023-09-05 17:49:43.000000
6828288,0,0,29.36889,2023-09-05 17:49:43.000000
6828289,1,1,18.65055,2023-09-05 17:49:43.000000
6828290,1,0,28.07,2023-09-05 17:49:43.000000
6828291,0,1,18.65833,2023-09-05 17:51:43.000000
6828292,0,0,29.37167,2023-09-05 17:51:43.000000
6828293,1,1,18.64833,2023-09-05 17:51:43.000000
6828294,1,0,28.07,2023-09-05 17:51:43.000000
6828295,0,1,18.535,2023-09-05 17:53:43.000000
6828296,0,0,29.36111,2023-09-05 17:53:43.000000
6828297,1,1,18.64555,2023-09-05 17:53:43.000000
6828298,1,0,28.08,2023-09-05 17:53:43.000000
6828299,0,1,18.59667,2023-09-05 17:55:43.000000
6828300,0,0,29.33556,2023-09-05 17:55:43.000000
6828301,1,1,18.66111,2023-09-05 17:55:43.000000
6828302,1,0,28.07222,2023-09-05 17:55:43.000000
6828303,0,1,18.58389,2023-09-05 17:56:43.000000
6828304,0,0,29.32778,2023-09-05 17:56:43.000000
6828305,1,1,18.65833,2023-09-05 17:56:43.000000
6828306,1,0,28.11389,2023-09-05 17:56:43.000000
6828307,0,1,18.255,2023-09-05 00:00:08.000000
6828308,0,0,28.99278,2023-09-05 00:00:08.000000
6828309,1,1,18.34722,2023-09-05 00:00:08.000000
6828310,1,0,27.81222,2023-09-05 00:00:08.000000
6828311,0,1,18.22111,2023-09-05 00:01:08.000000
6828312,0,0,29.00555,2023-09-05 00:01:08.000000
6828313,1,1,18.33167,2023-09-05 00:01:08.000000
6828314,1,0,27.76333,2023-09-05 00:01:08.000000
6828315,0,1,18.26,2023-09-05 00:02:08.000000
6828316,0,0,28.98722,2023-09-05 00:02:08.000000
6828317,1,1,18.32166,2023-09-05 00:02:08.000000
6828318,1,0,27.78611,2023-09-05 00:02:08.000000
6828319,0,1,18.26222,2023-09-05 00:03:08.000000
6828320,0,0,29.02111,2023-09-05 00:03:08.000000
6828321,1,1,18.29833,2023-09-05 00:03:08.000000
6828322,1,0,27.79167,2023-09-05 00:03:08.000000
6828323,0,1,18.31889,2023-09-05 00:04:08.000000
6828324,0,0,29.05167,2023-09-05 00:04:08.000000
6828325,1,1,18.32445,2023-09-05 00:04:08.000000
6828326,1,0,27.80444,2023-09-05 00:04:08.000000
6828327,0,1,18.27,2023-09-05 00:05:08.000000
6828328,0,0,28.96444,2023-09-05 00:05:08.000000
6828329,1,1,18.32445,2023-09-05 00:05:08.000000
6828330,1,0,27.77889,2023-09-05 00:05:08.000000
6828331,0,1,18.29833,2023-09-05 00:06:08.000000
6828332,0,0,29.07778,2023-09-05 00:06:08.000000
6828333,1,1,18.32944,2023-09-05 00:06:08.000000
6828334,1,0,27.76056,2023-09-05 00:06:08.000000
6828335,0,1,18.30389,2023-09-05 00:07:08.000000
6828336,0,0,29.03889,2023-09-05 00:07:08.000000
6828337,1,1,18.37056,2023-09-05 00:07:08.000000
6828338,1,0,27.85333,2023-09-05 00:07:08.000000
6828339,0,1,18.34722,2023-09-05 00:08:08.000000
6828340,0,0,29.07223,2023-09-05 00:08:08.000000
6828341,1,1,18.37555,2023-09-05 00:08:08.000000
6828342,1,0,27.81222,2023-09-05 00:08:08.000000
6828343,0,1,18.22889,2023-09-05 00:09:08.000000
6828344,0,0,29.03889,2023-09-05 00:09:08.000000
6828345,1,1,18.34722,2023-09-05 00:09:08.000000
6828346,1,0,27.81445,2023-09-05 00:09:08.000000
6828347,0,1,18.30611,2023-09-05 00:10:08.000000
6828348,0,0,29.00555,2023-09-05 00:10:08.000000
6828349,1,1,18.32944,2023-09-05 00:10:08.000000
6828350,1,0,27.77111,2023-09-05 00:10:08.000000
6828351,0,1,18.25222,2023-09-05 00:11:08.000000
6828352,0,0,29.04945,2023-09-05 00:11:08.000000
6828353,1,1,18.345,2023-09-05 00:11:08.000000
6828354,1,0,27.80167,2023-09-05 00:11:08.000000
6828355,0,1,18.27556,2023-09-05 00:12:08.000000
6828356,0,0,29.03111,2023-09-05 00:12:08.000000
6828357,1,1,18.35,2023-09-05 00:12:08.000000
6828358,1,0,27.84833,2023-09-05 00:12:08.000000
6828359,0,1,18.28556,2023-09-05 00:13:08.000000
6828360,0,0,29.01056,2023-09-05 00:13:08.000000
6828361,1,1,18.31389,2023-09-05 00:13:08.000000
6828362,1,0,27.78889,2023-09-05 00:13:08.000000
6828363,0,1,18.24444,2023-09-05 00:14:08.000000
6828364,0,0,29.04945,2023-09-05 00:14:08.000000
6828365,1,1,18.35778,2023-09-05 00:14:08.000000
6828366,1,0,27.77611,2023-09-05 00:14:08.000000
6828367,0,1,18.20056,2023-09-05 00:15:08.000000
6828368,0,0,29.03611,2023-09-05 00:15:08.000000
6828369,1,1,18.36777,2023-09-05 00:15:08.000000
6828370,1,0,27.79167,2023-09-05 00:15:08.000000
6828371,0,1,18.265,2023-09-05 00:16:08.000000
6828372,0,0,29.02889,2023-09-05 00:16:08.000000
6828373,1,1,18.37056,2023-09-05 00:16:08.000000
6828374,1,0,27.83778,2023-09-05 00:16:08.000000
6828375,0,1,18.30611,2023-09-05 00:17:08.000000
6828376,0,0,29.11889,2023-09-05 00:17:08.000000
6828377,1,1,18.29333,2023-09-05 00:17:08.000000
6828378,1,0,27.79389,2023-09-05 00:17:08.000000
6828379,0,1,18.26,2023-09-05 00:18:08.000000
6828380,0,0,29.03111,2023-09-05 00:18:08.000000
6828381,1,1,18.33722,2023-09-05 00:18:08.000000
6828382,1,0,27.83,2023-09-05 00:18:08.000000
6828383,0,1,18.23944,2023-09-05 00:19:08.000000
6828384,0,0,29.03889,2023-09-05 00:19:08.000000
6828385,1,1,18.37833,2023-09-05 00:19:08.000000
6828386,1,0,27.85333,2023-09-05 00:19:08.000000
6828387,0,1,18.27,2023-09-05 00:20:08.000000
6828388,0,0,29.03611,2023-09-05 00:20:08.000000
6828389,1,1,18.36555,2023-09-05 00:20:08.000000
6828390,1,0,27.80167,2023-09-05 00:20:08.000000
6828391,0,1,18.26222,2023-09-05 00:21:08.000000
6828392,0,0,29.05444,2023-09-05 00:21:08.000000
6828393,1,1,18.33444,2023-09-05 00:21:08.000000
6828394,1,0,27.78611,2023-09-05 00:21:08.000000
6828395,0,1,18.23944,2023-09-05 00:22:08.000000
6828396,0,0,29.04167,2023-09-05 00:22:08.000000
6828397,1,1,18.37278,2023-09-05 00:22:08.000000
6828398,1,0,27.83,2023-09-05 00:22:08.000000
6828399,0,1,18.27556,2023-09-05 00:23:08.000000
6828400,0,0,29.07,2023-09-05 00:23:08.000000
6828401,1,1,18.35222,2023-09-05 00:23:08.000000
6828402,1,0,27.79167,2023-09-05 00:23:08.000000
6828403,0,1,18.22889,2023-09-05 00:24:08.000000
6828404,0,0,29.04667,2023-09-05 00:24:08.000000
6828405,1,1,18.37833,2023-09-05 00:24:08.000000
6828406,1,0,27.82778,2023-09-05 00:24:08.000000
6828407,0,1,18.23167,2023-09-05 00:25:08.000000
6828408,0,0,29.0,2023-09-05 00:25:08.000000
6828409,1,1,18.33167,2023-09-05 00:25:08.000000
6828410,1,0,27.84056,2023-09-05 00:25:08.000000
